,Deck,Player,ID,Tournament,Date,Format,Size,Decklist,Deck Adjusted
20,Blue-White Control,Lukas261997,2626758,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Absorb
4 Azorius Charm
1 Blessed Alliance
2 Cast Out
2 Castle Ardenvale
1 Castle Vantress
4 Censor
3 Dig Through Time
3 Fabled Passage
1 Field of Ruin
1 Geier Reach Sanitarium
4 Glacial Fortress
4 Hallowed Fountain
1 Irrigated Farmland
5 Island
1 Jace, Architect of Thought
2 Narset, Parter of Veils
4 Opt
3 Plains
4 Supreme Verdict
3 Teferi, Hero of Dominaria
3 Teferi, Time Raveler

1 Blessed Alliance
2 Damping Sphere
2 Dovin's Veto
1 Lyra Dawnbringer
2 Monastery Mentor
2 Mystical Dispute
2 Nyx-Fleece Ram
3 Rest in Peace
",UW Control
21,Blue-White Control,triosk,2626753,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Absorb
1 Approach of the Second Sun
4 Azorius Charm
2 Castle Ardenvale
2 Castle Vantress
1 Commit/Memory
1 Dig Through Time
1 Dovin's Veto
1 Elspeth, Sun's Champion
1 Fabled Passage
1 Field of Ruin
1 Geier Reach Sanitarium
4 Glacial Fortress
4 Hallowed Fountain
1 Irrigated Farmland
6 Island
1 Jace, Architect of Thought
2 Last Breath
3 Narset, Parter of Veils
4 Plains
2 Search for Azcanta
1 Sphinx's Revelation
4 Supreme Verdict
2 Syncopate
3 Teferi, Hero of Dominaria
3 Teferi, Time Raveler

2 Aether Gust
2 Devout Decree
1 Dovin's Veto
2 Lyra Dawnbringer
2 Mystical Dispute
2 Rest in Peace
1 Settle the Wreckage
1 Sphinx of the Final Word
2 Summary Dismissal
",UW Control
22,Boros Feather,batjones22,2626740,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"1 Ajani's Presence
2 Apostle of Purifying Light
4 Battlefield Forge
2 Boros Charm
2 Clifftop Retreat
4 Defiant Strike
3 Expedite
4 Favored Hoplite
4 Feather, the Redeemed
1 Fiendslayer Paladin
1 Gird for Battle
4 Gods Willing
4 Inspiring Vantage
4 Monastery Swiftspear
2 Mountain
2 Plains
4 Reckless Rage
4 Sacred Foundry
4 Tenth District Legionnaire
4 Titan's Strength

1 Ajani's Presence
2 Apostle of Purifying Light
1 Boros Charm
1 Fiendslayer Paladin
2 Fry
2 Hushbringer
1 Ordeal of Heliod
3 Wear/Tear
2 Wild Slash
",
23,G,abelhago,2626743,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Aspect of Hydra
4 Burning-Tree Emissary
4 Elvish Mystic
17 Forest
4 Ghalta, Primal Hunger
4 Hashep Oasis
4 Llanowar Elves
4 Lovestruck Beast
2 Rhonas the Indomitable
4 Steel Leaf Champion
4 Surrak, the Hunt Caller
3 Syr Faren, the Hengehammer
2 Yorvo, Lord of Garenbrig

2 Feed the Clan
2 Flaxen Intruder
1 Heart of Kiran
2 Hunt the Hunter
1 Kiora, Behemoth Beckoner
1 Outmuscle
1 Return to Nature
2 Scavenging Ooze
3 Shapers' Sanctuary
",Gx Stompy
24,Golgari Soulflayer,rizer,2626746,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Blooming Marsh
4 Chromanticore
2 Commune with the Gods
2 Forest
4 Gather the Pack
4 Grisly Salvage
2 Llanowar Wastes
4 Lotleth Troll
2 Murderous Rider
2 Nullhide Ferox
4 Overgrown Tomb
4 Questing Beast
4 Soulflayer
1 Swamp
4 Sylvan Caryatid
4 Traverse the Ulvenwald
1 Urborg, Tomb of Yawgmoth
4 Woodland Cemetery
4 Zetalpa, Primal Dawn

2 Chromatic Lantern
3 Collective Brutality
4 Damping Sphere
2 Hazoret the Fervent
4 Leyline of the Void
",Soulflayer
25,Mono-Black Aggro,Faellan,2626745,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"2 Aethersphere Harvester
4 Bloodsoaked Champion
2 Cast Down
4 Castle Locthwain
4 Dread Wanderer
4 Fatal Push
1 Kalitas, Traitor of Ghet
4 Knight of the Ebon Legion
4 Murderous Rider
4 Mutavault
3 Rankle, Master of Pranks
4 Scrapheap Scrounger
15 Swamp
4 Thoughtseize
1 Urborg, Tomb of Yawgmoth

3 Damping Sphere
3 Duress
2 Kalitas, Traitor of Ghet
4 Leyline of the Void
3 Ultimate Price
",Bx Aggro
26,Mono-Black Aggro,TombSimon,2626741,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Bloodsoaked Champion
1 Cast Down
4 Castle Locthwain
4 Dread Wanderer
4 Fatal Push
1 Grasp of Darkness
2 Gutterbones
2 Ifnir Deadlands
1 Kalitas, Traitor of Ghet
4 Knight of the Ebon Legion
3 Murderous Rider
4 Mutavault
3 Rankle, Master of Pranks
4 Scrapheap Scrounger
13 Swamp
4 Thoughtseize
2 Urborg, Tomb of Yawgmoth

2 Aethersphere Harvester
2 Disfigure
3 Duress
2 Kalitas, Traitor of Ghet
2 Liliana, the Last Hope
3 Noxious Grasp
1 Ultimate Price
",Bx Aggro
27,Mono-Black Aggro,fake-news,2626749,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"2 Aethersphere Harvester
4 Bloodsoaked Champion
2 Cast Down
3 Castle Locthwain
4 Dread Wanderer
4 Fatal Push
1 Kalitas, Traitor of Ghet
4 Knight of the Ebon Legion
4 Murderous Rider
4 Mutavault
3 Rankle, Master of Pranks
4 Scrapheap Scrounger
16 Swamp
4 Thoughtseize
1 Urborg, Tomb of Yawgmoth

3 Damping Sphere
2 Desecration Demon
2 Duress
1 Kalitas, Traitor of Ghet
4 Leyline of the Void
3 Ultimate Price
",Bx Aggro
28,Mono-Black Aggro,karatedom,2626742,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"2 Aethersphere Harvester
4 Bloodsoaked Champion
2 Cast Down
4 Castle Locthwain
2 Dread Wanderer
4 Fatal Push
2 Grasp of Darkness
2 Gutterbones
4 Knight of the Ebon Legion
4 Murderous Rider
4 Mutavault
2 Rankle, Master of Pranks
4 Scrapheap Scrounger
15 Swamp
4 Thoughtseize
1 Urborg, Tomb of Yawgmoth

3 Damping Sphere
4 Duress
2 Grasp of Darkness
2 Kalitas, Traitor of Ghet
4 Leyline of the Void
",Bx Aggro
29,Mono-Black Vampires,WhiteFaces,2626761,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Castle Locthwain
4 Champion of Dusk
2 Drana, Liberator of Malakir
4 Dusk Legion Zealot
4 Fatal Push
4 Gifted Aetherborn
2 Gray Merchant of Asphodel
2 Kalitas, Traitor of Ghet
4 Knight of the Ebon Legion
2 Murderous Rider
4 Mutavault
1 Nykthos, Shrine to Nyx
4 Sorin, Imperious Bloodlord
13 Swamp
4 Thoughtseize
2 Urborg, Tomb of Yawgmoth

4 Aethersphere Harvester
4 Duress
3 Noxious Grasp
2 Ob Nixilis Reignited
2 Witch's Vengeance
",Bx Aggro
30,Mono-Green Ramp,fistfullofmetal,2626751,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Castle Garenbrig
4 Cavalier of Thorns
4 Elvish Mystic
4 Elvish Rejuvenator
13 Forest
4 Llanowar Elves
4 Nissa's Pilgrimage
4 Oblivion Sower
4 Radiant Fountain
2 Sanctum of Ugin
4 Shrine of the Forsaken Gods
4 Ugin, the Spirit Dragon
2 Ulamog, the Ceaseless Hunger
1 Walking Ballista
2 World Breaker

4 Damping Sphere
1 Scavenging Ooze
4 Spatial Contortion
4 Thought-Knot Seer
2 World Breaker
",Gx Eldrazi Ramp
31,Mono-Red Aggro,sandydogmtg,2626754,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Bomat Courier
4 Bonecrusher Giant
4 Eidolon of the Great Revel
4 Ghitu Lavarunner
4 Light Up the Stage
4 Lightning Strike
4 Monastery Swiftspear
16 Mountain
4 Ramunap Ruins
4 Soul-Scar Mage
4 Wild Slash
4 Wizard's Lightning

4 Damping Sphere
4 Experimental Frenzy
3 Roast
4 Tibalt, Rakish Instigator
",Rx Aggro
32,R,NaeosPsy,2626755,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Bonecrusher Giant
2 Castle Embereth
3 Chandra, Torch of Defiance
4 Glorybringer
4 Goblin Chainwhirler
3 Kari Zev, Skyship Raider
4 Lightning Strike
16 Mountain
4 Mutavault
4 Ramunap Ruins
4 Rekindling Phoenix
4 Soul-Scar Mage
4 Wild Slash

3 Bomat Courier
3 Chandra's Defeat
3 Damping Sphere
2 Goblin Rabblemaster
2 Grafdigger's Cage
2 Mizzium Mortars
",Rx Midrange
33,R,inFelix,2626757,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Bonecrusher Giant
2 Castle Embereth
3 Chandra, Torch of Defiance
4 Glorybringer
4 Goblin Chainwhirler
3 Kari Zev, Skyship Raider
4 Lightning Strike
16 Mountain
4 Mutavault
4 Ramunap Ruins
4 Rekindling Phoenix
4 Soul-Scar Mage
4 Wild Slash

2 Abrade
4 Chandra's Defeat
1 Chandra, Torch of Defiance
2 Damping Sphere
4 Eldrazi Obligator
2 Fry
",Rx Midrange
34,R,nayaoka,2626750,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"3 Battlefield Forge
4 Bonecrusher Giant
3 Chandra, Torch of Defiance
4 Glorybringer
4 Goblin Chainwhirler
3 Kari Zev, Skyship Raider
4 Lightning Strike
15 Mountain
4 Mutavault
4 Ramunap Ruins
4 Rekindling Phoenix
4 Soul-Scar Mage
4 Wild Slash

2 Abrade
2 Chandra's Defeat
2 Chandra, Awakened Inferno
1 Chandra, Torch of Defiance
4 Thought-Knot Seer
4 Warping Wail
",Rx Midrange
35,Ral Lotus Storm,Namkrew___Lacsap,2626762,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Arboreal Grazer
1 Blast Zone
4 Botanical Sanctum
4 Dig Through Time
1 Doublecast
4 Fae of Wishes
1 Finale of Revelation
1 Forest
3 Growth Spiral
4 Hidden Strings
1 Island
4 Lotus Field
1 Lumbering Falls
4 Pore Over the Pages
3 Strategic Planning
4 Sylvan Scrying
4 Temple of Mystery
4 Thespian's Stage
4 Vizier of Tumbling Sands
4 Yavimaya Coast

2 Anger of the Gods
1 Chandra, Awakened Inferno
1 Enter the Infinite
1 Hour of Revelation
1 Jace, Wielder of Mysteries
1 Lost Legacy
2 Natural State
1 Omniscience
1 Sanguine Sacrament
1 Supreme Verdict
2 Thought Distortion
1 Ugin, the Spirit Dragon
",Lotus Combo
36,Red(-Black) Aggro,qbturtle15,2626756,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Blood Crypt
4 Bomat Courier
4 Bonecrusher Giant
2 Chandra, Torch of Defiance
4 Dragonskull Summit
4 Foreboding Ruins
4 Goblin Chainwhirler
3 Heart of Kiran
11 Mountain
2 Pia and Kiran Nalaar
4 Scrapheap Scrounger
4 Soul-Scar Mage
4 Thoughtseize
4 Unlicensed Disintegration
2 Wild Slash

2 Aethersphere Harvester
2 Chandra's Defeat
2 Chandra, Acolyte of Flame
2 Damping Sphere
2 Dreadbore
2 Duress
3 Leyline of the Void
",Rx Aggro
37,UBR,Ziene,2626752,Pioneer Preliminary #12061210,1/3/2020,Pioneer,38,"4 Blood Crypt
2 Brazen Borrower
1 Castle Locthwain
2 Chandra, Awakened Inferno
2 Dig Through Time
2 Dragonskull Summit
3 Dreadbore
1 Drown in the Loch
4 Drowned Catacomb
4 Fatal Push
2 Hero's Downfall
2 Island
2 Jace, Vryn's Prodigy
3 Kalitas, Traitor of Ghet
2 Kolaghan's Command
3 Nicol Bolas, Dragon-God
3 Nicol Bolas, the Ravager
4 Steam Vents
2 Sulfur Falls
1 Swamp
3 Thief of Sanity
3 Thoughtseize
1 Urborg, Tomb of Yawgmoth
4 Watery Grave

2 Angrath's Rampage
1 Ashiok, Dream Render
1 Disdainful Stroke
2 Mystical Dispute
2 Negate
1 Noxious Grasp
3 Radiant Flames
1 Thoughtseize
2 Unmoored Ego
",UBx Control0,Mono Red Aggro,Kevin Hoang,2630563,SCG Pioneer Classic Columbus,2020-01-05,Pioneer,16,"4 Bonecrusher Giant
2 Castle Embereth
3 Chandra, Torch of Defiance
1 Embercleave
4 Glorybringer
4 Goblin Rabblemaster
2 Kari Zev, Skyship Raider
2 Legion Warboss
4 Lightning Strike
16 Mountain
4 Mutavault
4 Ramunap Ruins
4 Soul-Scar Mage
2 Torbran, Thane of Red Fell
4 Wild Slash

2 Abrade
1 Embercleave
2 Fry
2 Mizzium Mortars
4 Scab-Clan Berserker
4 Tormod's Crypt
",
1,Mono-Green Ramp,Chris Kuhlow,2630564,SCG Pioneer Classic Columbus,2020-01-05,Pioneer,16,"4 Arboreal Grazer
2 Blast Zone
4 Castle Garenbrig
4 Cavalier of Thorns
4 Elvish Rejuvenator
9 Forest
4 Gilded Goose
4 Nissa's Pilgrimage
2 Oblivion Sower
4 Radiant Fountain
4 Sanctum of Ugin
4 Shrine of the Forsaken Gods
1 Thought-Knot Seer
2 Ugin, the Spirit Dragon
2 Ulamog, the Ceaseless Hunger
1 Ulvenwald Hydra
1 Walking Ballista
4 World Breaker

3 Damping Sphere
1 Emrakul, the Promised End
1 Scavenging Ooze
4 Spatial Contortion
3 Thought-Knot Seer
2 Tireless Tracker
1 Walking Ballista
",
2,Azorius Control,Luke Strasler,2630565,SCG Pioneer Classic Columbus,2020-01-05,Pioneer,16,"4 Absorb
4 Azorius Charm
1 Blessed Alliance
2 Cast Out
2 Castle Ardenvale
2 Castle Vantress
2 Censor
2 Dig Through Time
1 Field of Ruin
1 Geier Reach Sanitarium
4 Glacial Fortress
4 Hallowed Fountain
1 Irrigated Farmland
7 Island
1 Jace, Architect of Thought
2 Narset, Parter of Veils
4 Opt
3 Plains
1 Settle the Wreckage
2 Spell Pierce
4 Supreme Verdict
1 Syncopate
2 Teferi, Hero of Dominaria
3 Teferi, Time Raveler

3 Aether Gust
3 Dovin's Veto
2 Lyra Dawnbringer
2 Monastery Mentor
2 Mystical Dispute
3 Nyx-Fleece Ram
",
3,Mono-Red Aggro,Liz Lynn,2630566,SCG Pioneer Classic Columbus,2020-01-05,Pioneer,16,"4 Bonecrusher Giant
2 Castle Embereth
3 Chandra, Torch of Defiance
1 Embercleave
3 Glorybringer
4 Goblin Rabblemaster
2 Hanweir Garrison
2 Kari Zev, Skyship Raider
2 Legion Warboss
4 Lightning Strike
15 Mountain
4 Mutavault
4 Ramunap Ruins
4 Soul-Scar Mage
2 Torbran, Thane of Red Fell
4 Wild Slash

2 Abrade
3 Damping Sphere
2 Fry
2 Magma Spray
2 Mizzium Mortars
4 Tormod's Crypt
",
4,Jund Sacrifice,Benton Madsen,2630567,SCG Pioneer Classic Columbus,2020-01-05,Pioneer,16,"4 Blood Crypt
4 Blooming Marsh
1 Castle Locthwain
4 Cauldron Familiar
3 Fabled Passage
2 Forest
4 Gilded Goose
4 Hangarback Walker
2 Korvold, Fae-Cursed King
2 Massacre Girl
4 Mayhem Devil
1 Mountain
4 Murderous Rider
4 Overgrown Tomb
2 Paradise Druid
4 Stomping Ground
2 Swamp
4 Trail of Crumbs
1 Vraska, Golgari Queen
4 Witch's Oven

1 Assassin's Trophy
1 Duress
4 Fatal Push
3 Lovestruck Beast
1 Massacre Girl
3 Thoughtseize
2 Wicked Wolf
",
5,Hardened Scales,AJ Grenke,2630568,SCG Pioneer Classic Columbus,2020-01-05,Pioneer,16,"2 Abrupt Decay
1 Assassin's Trophy
4 Blooming Marsh
1 Castle Locthwain
4 Forest
4 Hangarback Walker
4 Hardened Scales
1 Karn's Bastion
3 Llanowar Wastes
4 Lotleth Troll
3 Nissa, Voice of Zendikar
4 Overgrown Tomb
4 Slitherhead
4 Stonecoil Serpent
3 Swamp
2 Tireless Tracker
3 Vraska, Golgari Queen
4 Walking Ballista
1 Westvale Abbey
4 Winding Constrictor

1 Assassin's Trophy
1 Biogenic Ooze
2 Fatal Push
1 Golgari Charm
1 Liliana, the Last Hope
2 Noxious Grasp
3 Scavenging Ooze
1 The Elderspell
3 Thoughtseize
",
6,Mono Black Aggro,Aaron Wyant,2630569,SCG Pioneer Classic Columbus,2020-01-05,Pioneer,16,"2 Aethersphere Harvester
4 Bloodsoaked Champion
2 Cast Down
4 Castle Locthwain
2 Dread Wanderer
4 Fatal Push
2 Grasp of Darkness
2 Gutterbones
4 Knight of the Ebon Legion
4 Murderous Rider
4 Mutavault
2 Rankle, Master of Pranks
4 Scrapheap Scrounger
15 Swamp
4 Thoughtseize
1 Urborg, Tomb of Yawgmoth

3 Damping Sphere
4 Duress
2 Grasp of Darkness
2 Kalitas, Traitor of Ghet
4 Leyline of the Void
",
7,Hardened Scales,Zan Syed,2630570,SCG Pioneer Classic Columbus,2020-01-05,Pioneer,16,"4 Blooming Marsh
3 Elvish Mystic
8 Forest
4 Hangarback Walker
4 Hardened Scales
2 Hashep Oasis
3 Llanowar Elves
4 Llanowar Wastes
4 Nissa, Voice of Zendikar
4 Overgrown Tomb
1 Rishkar, Peema Renegade
3 Stonecoil Serpent
4 Vivien, Arkbow Ranger
4 Voracious Hydra
4 Walking Ballista
4 Winding Constrictor

1 Abrupt Decay
2 Assassin's Trophy
4 Fatal Push
1 Golgari Charm
1 Questing Beast
1 Scavenging Ooze
4 Thoughtseize
1 Tireless Tracker
",
8,Lotus Field Combo,Kyle Palmer,2630571,SCG Pioneer Classic Columbus,2020-01-05,Pioneer,16,"1 Aetherflux Reservoir
4 Arboreal Grazer
4 Botanical Sanctum
2 Breeding Pool
4 Dig Through Time
4 Doublecast
2 Expansion/Explosion
1 Forest
2 Growth Spiral
4 Hidden Strings
1 Island
4 Lotus Field
4 Pore Over the Pages
4 Strategic Planning
4 Sylvan Scrying
3 Temple of Mystery
4 Thespian's Stage
4 Vizier of Tumbling Sands
4 Yavimaya Coast

1 Aether Gust
1 Blast Zone
3 Mystical Dispute
3 Return to Nature
3 Shifting Ceratops
",
9,Mono-Green Ramp,Richard Thompson,2630572,SCG Pioneer Classic Columbus,2020-01-05,Pioneer,16,"1 Arch of Orazca
1 Blast Zone
1 Cascading Cataracts
4 Castle Garenbrig
4 Elvish Mystic
4 Elvish Rejuvenator
1 Emrakul, the Promised End
12 Forest
2 Golos, Tireless Pilgrim
4 Llanowar Elves
4 Nissa's Pilgrimage
4 Nissa, Who Shakes the World
2 Radiant Fountain
3 Sanctum of Ugin
1 Scavenger Grounds
3 Shrine of the Forsaken Gods
3 Ugin, the Spirit Dragon
1 Ulamog, the Ceaseless Hunger
3 Walking Ballista
2 World Breaker

2 Damping Sphere
2 Oblivion Sower
2 Return to Nature
2 Spatial Contortion
3 Thought-Knot Seer
2 Tireless Tracker
2 Warping Wail
",
10,Black Eldrazi,Clayton Cardinal,2630573,SCG Pioneer Classic Columbus,2020-01-05,Pioneer,16,"3 Assassin's Trophy
1 Blast Zone
2 Blighted Fen
1 Castle Locthwain
1 Endless Sands
4 Fabled Passage
4 Fatal Push
1 Forest
4 Gifted Aetherborn
2 Ifnir Deadlands
2 Kalitas, Traitor of Ghet
3 Liliana, the Last Hope
4 Llanowar Wastes
4 Matter Reshaper
2 Mirrorpool
3 Murderous Rider
3 Overgrown Tomb
2 Reality Smasher
3 Swamp
4 Thought-Knot Seer
4 Thoughtseize
1 Ugin, the Ineffable
1 Urborg, Tomb of Yawgmoth
1 Wastes

2 Cry of the Carnarium
3 Gonti, Lord of Luxury
2 Grafdigger's Cage
1 Kalitas, Traitor of Ghet
2 Reality Smasher
2 Stain the Mind
1 Ugin, the Ineffable
2 Warping Wail
",
11,Izzet Phoenix,Russell Lee,2630574,SCG Pioneer Classic Columbus,2020-01-05,Pioneer,16,"4 Arclight Phoenix
2 Brazen Borrower
4 Chart a Course
1 Crackling Drake
3 Fiery Temper
3 Island
4 Izzet Charm
4 Lightning Axe
4 Mountain
4 Opt
1 Shivan Reef
4 Shock
4 Spirebluff Canal
4 Steam Vents
2 Strategic Planning
4 Sulfur Falls
4 Treasure Cruise
4 Young Pyromancer

2 Abrade
1 Chandra, Torch of Defiance
2 Disdainful Stroke
2 Fry
2 Magma Spray
2 Narset, Parter of Veils
2 Negate
2 Saheeli, Sublime Artificer
",
12,Gruul Aggro,Anthony Sutliff,2630575,SCG Pioneer Classic Columbus,2020-01-05,Pioneer,16,"4 Atarka's Command
1 Blistercoil Weird
4 Bomat Courier
4 Crash Through
2 Dreadhorde Arcanist
4 Light Up the Stage
4 Lightning Strike
4 Monastery Swiftspear
10 Mountain
4 Rootbound Crag
4 Shock
3 Skewer the Critics
4 Soul-Scar Mage
4 Stomping Ground
4 Wild Slash

3 Destructive Revelry
2 Eidolon of the Great Revel
3 Experimental Frenzy
2 Lava Coil
2 Magma Spray
1 Mountain
2 Searing Blood
",
13,Burn,Zach Powers,2630576,SCG Pioneer Classic Columbus,2020-01-05,Pioneer,16,"4 Battlefield Forge
4 Boros Charm
3 Eidolon of the Great Revel
4 Ghitu Lavarunner
4 Inspiring Vantage
4 Light Up the Stage
2 Lightning Strike
5 Mountain
2 Ramunap Ruins
4 Sacred Foundry
3 Searing Blood
4 Skewer the Critics
2 Skullcrack
4 Soul-Scar Mage
4 Viashino Pyromancer
3 Wild Slash
4 Wizard's Lightning

3 Chained to the Rocks
2 Deflecting Palm
3 Rampaging Ferocidon
3 Satyr Firedancer
1 Skullcrack
2 Smash to Smithereens
1 Wear/Tear
",
14,Golgari Midrange,Anthony Brown,2630577,SCG Pioneer Classic Columbus,2020-01-05,Pioneer,16,"2 Abrupt Decay
1 Arch of Orazca
2 Assassin's Trophy
1 Bontu's Last Reckoning
2 Cast Down
3 Dark Petition
2 Fabled Passage
2 Fatal Push
1 Field of Ruin
2 Forest
2 Hissing Quagmire
2 Kalitas, Traitor of Ghet
3 Languish
2 Liliana, the Last Hope
1 Llanowar Wastes
1 Lost Legacy
1 Mastermind's Acquisition
1 Murderous Rider
1 Nissa's Renewal
4 Overgrown Tomb
2 Read the Bones
1 Reliquary Tower
2 Seasons Past
1 Sign in Blood
5 Swamp
1 Temple of Malady
4 Thoughtseize
2 Tireless Tracker
1 Urborg, Tomb of Yawgmoth
2 Vraska's Contempt
3 Woodland Cemetery

1 Cry of the Carnarium
1 Davriel, Rogue Shadowmage
2 Duress
1 Emrakul, the Promised End
2 Noxious Grasp
2 Return to Nature
2 Scavenging Ooze
1 The Elderspell
1 The Immortal Sun
1 Thought Distortion
1 Transgress the Mind
",
15,Mono-Green Aggro,Nicholas Sanchez,2630578,SCG Pioneer Classic Columbus,2020-01-05,Pioneer,16,"4 Aspect of Hydra
4 Burning-Tree Emissary
4 Elvish Mystic
14 Forest
4 Ghalta, Primal Hunger
4 Hashep Oasis
4 Llanowar Elves
4 Lovestruck Beast
3 Nykthos, Shrine to Nyx
2 Rhonas the Indomitable
4 Steel Leaf Champion
4 Surrak, the Hunt Caller
3 Syr Faren, the Hengehammer
2 Yorvo, Lord of Garenbrig

2 Blossoming Defense
2 Heroic Intervention
2 Hunt the Hunter
2 Nylea's Disciple
3 Polukranos, World Eater
2 Reclamation Sage
2 Scavenging Ooze
",
16,Blue-White Control,Dazai,2628783,Pioneer Preliminary #12061213,2020-01-04,Pioneer,30,"3 Absorb
4 Azorius Charm
2 Castle Ardenvale
2 Castle Vantress
3 Censor
3 Dig Through Time
2 Dovin's Veto
2 Elspeth, Sun's Champion
3 Field of Ruin
2 Gideon, Ally of Zendikar
4 Glacial Fortress
4 Hallowed Fountain
6 Island
3 Isolate
4 Opt
4 Plains
4 Supreme Verdict
2 Teferi, Hero of Dominaria
3 Teferi, Time Raveler

2 Aether Gust
1 Apostle of Purifying Light
1 Detention Sphere
1 Dovin's Veto
1 Lyra Dawnbringer
2 Monastery Mentor
3 Mystical Dispute
2 Rest in Peace
2 Summary Dismissal
",
17,Izzet Ensoul,straca3,2628784,Pioneer Preliminary #12061213,2020-01-04,Pioneer,30,"4 Bomat Courier
4 Darksteel Citadel
3 Emry, Lurker of the Loch
4 Ensoul Artifact
4 Ghostfire Blade
4 Gingerbrute
2 Hope of Ghirapur
1 Island
1 Mountain
2 Mutavault
4 Shivan Reef
4 Shrapnel Blast
4 Skilled Animator
3 Spire of Industry
4 Spirebluff Canal
2 Steam Vents
4 Stonecoil Serpent
2 Stubborn Denial
2 Whirler Rogue
2 Wild Slash

3 Aethersphere Harvester
2 Hangarback Walker
2 Metallic Rebuke
3 Roast
2 Stubborn Denial
2 The Antiquities War
1 Wild Slash
",
18,B,BeReborn,2628792,Pioneer Preliminary #12061213,2020-01-04,Pioneer,30,"4 Bloodsoaked Champion
2 Cast Down
3 Castle Locthwain
2 Dread Wanderer
4 Fatal Push
2 Gifted Aetherborn
2 Grasp of Darkness
2 Gutterbones
2 Kalitas, Traitor of Ghet
4 Knight of the Ebon Legion
4 Murderous Rider
2 Mutavault
4 Spawn of Mayhem
18 Swamp
4 Thoughtseize
1 Urborg, Tomb of Yawgmoth

2 Damping Sphere
3 Duress
2 Gifted Aetherborn
1 Grasp of Darkness
1 Kalitas, Traitor of Ghet
3 Leyline of the Void
2 Lifebane Zombie
1 Liliana, the Last Hope
",
19,Blue-White Control,WhiTe TsaR,2628785,Pioneer Preliminary #12061213,2020-01-04,Pioneer,30,"4 Absorb
4 Azorius Charm
2 Cast Out
2 Castle Ardenvale
2 Castle Vantress
1 Detention Sphere
2 Dig Through Time
1 Elspeth, Sun's Champion
1 Field of Ruin
1 Geier Reach Sanitarium
4 Glacial Fortress
4 Hallowed Fountain
2 Hieroglyphic Illumination
1 Irrigated Farmland
7 Island
1 Jace, Architect of Thought
2 Narset, Parter of Veils
2 Opt
3 Plains
2 Seal Away
1 Settle the Wreckage
4 Supreme Verdict
2 Syncopate
2 Teferi, Hero of Dominaria
3 Teferi, Time Raveler

3 Devout Decree
3 Dovin's Veto
2 Lyra Dawnbringer
2 Monastery Mentor
2 Mystical Dispute
3 Rest in Peace
",
20,Blue-White Control,duparcqG,2628793,Pioneer Preliminary #12061213,2020-01-04,Pioneer,30,"4 Absorb
3 Azorius Charm
2 Blessed Alliance
1 Cast Out
2 Castle Ardenvale
1 Castle Vantress
2 Censor
1 Commit/Memory
2 Detention Sphere
2 Dig Through Time
2 Dovin's Veto
1 Field of Ruin
1 Geier Reach Sanitarium
4 Glacial Fortress
4 Hallowed Fountain
6 Island
2 Narset, Parter of Veils
4 Opt
4 Plains
1 Seal Away
4 Supreme Verdict
2 Teferi, Hero of Dominaria
3 Teferi, Time Raveler
2 Temple of Enlightenment

2 Dovin's Veto
2 Lyra Dawnbringer
2 Monastery Mentor
1 Narset, Parter of Veils
3 Nyx-Fleece Ram
2 Pithing Needle
2 Rest in Peace
1 Settle the Wreckage
",
21,Mono-Black Aggro,azatoyellow,2628787,Pioneer Preliminary #12061213,2020-01-04,Pioneer,30,"2 Aethersphere Harvester
4 Bloodsoaked Champion
2 Cast Down
3 Castle Locthwain
4 Dread Wanderer
4 Fatal Push
1 Kalitas, Traitor of Ghet
4 Knight of the Ebon Legion
4 Murderous Rider
4 Mutavault
3 Rankle, Master of Pranks
4 Scrapheap Scrounger
16 Swamp
4 Thoughtseize
1 Urborg, Tomb of Yawgmoth

3 Damping Sphere
2 Desecration Demon
3 Duress
1 Kalitas, Traitor of Ghet
3 Leyline of the Void
3 Ultimate Price
",
